Order ID,Order Date,City,Product,Qty,Amount,Channel,Status
KC-12841,2026-01-09,Mumbai,Elaichi Chai 250g,4,"₹1,596",Instagram,Delivered
KC-12842,2026-03-01,Delhi,Masala Chai 250g,2,₹698,Instagram,Delivered
KC-12843,2026-03-05,Mumbai,Elaichi Chai 250g,1,₹399,Instagram,Delivered
KC-12844,2026-01-22,Pune,Masala Chai 250g,2,₹698,Website,Delivered
KC-12845,2026-04-24,Delhi,Elaichi Chai 250g,2,798,Instagram,Delivered
KC-12846,2026-01-27,Mumbai,Masala Chai 250g,1,₹349,Website,Delivered
KC-12847,2026-02-17,Mumbai,Kulhad Gift Box,2,"₹2,598",Instagram,Delivered
KC-12848,2026-02-13,Mumbai,Elaichi Chai 250g,3,1197,Instagram,Delivered
KC-12849,2026-02-07,Mumbai,Kulhad Gift Box,1,1299,Instagram,Delivered
KC-12850,2026-03-21,Mumbai,Kulhad Gift Box,1,"₹1,299",Instagram,Returned
KC-12851,2026-01-17,Bengaluru,Kulhad Gift Box,1,"₹1,299",Instagram,Delivered
KC-12852,2026-02-14,Mumbai,Masala Chai 250g,1,349,Amazon,Delivered
KC-12853,2026-01-03,Mumbai,Masala Chai 250g,2,₹698,Website,Delivered
KC-12854,2026-04-23,Pune,Elaichi Chai 250g,3,"₹1,197",Amazon,Delivered
KC-12855,2026-01-09,Bengaluru,Kulhad Gift Box,2,"₹2,598",Website,Delivered
KC-12856,2026-04-03,Mumbai,Masala Chai 250g,1,₹349,Website,Delivered
KC-12857,2026-03-15,Mumbai,Elaichi Chai 250g,3,"₹1,197",Instagram,Delivered
KC-12858,2026-03-11,Mumbai,Masala Chai 250g,1,349,Website,Delivered
KC-12859,2026-03-16,Mumbai,Masala Chai 250g,2,698,Instagram,Delivered
KC-12860,2026-03-01,Pune,Masala Chai 250g,3,"₹1,047",Website,Delivered
KC-12861,2026-02-26,Mumbai,Elaichi Chai 250g,2,₹798,Instagram,Delivered
KC-12862,2026-03-15,Mumbai,Kulhad Gift Box,1,1299,Website,Delivered
KC-12863,2026-03-23,Mumbai,Elaichi Chai 250g,2,798,Amazon,Delivered
KC-12864,2026-01-03,Bengaluru,Elaichi Chai 250g,1,₹399,Amazon,Delivered
KC-12865,2026-04-03,Mumbai,Elaichi Chai 250g,2,₹798,Website,Delivered
KC-12866,2026-02-03,Mumbai,Kulhad Gift Box,2,2598,Amazon,Delivered
KC-12867,2026-03-27,Mumbai,Masala Chai 250g,4,1396,Website,Returned
KC-12868,2026-03-16,Mumbai,Elaichi Chai 250g,1,399,Website,Delivered
KC-12869,2026-01-14,Mumbai,Masala Chai 250g,1,₹349,Website,Delivered
KC-12870,2026-04-01,Bengaluru,Elaichi Chai 250g,4,"₹1,596",Instagram,Delivered
KC-12871,2026-03-01,Mumbai,Elaichi Chai 250g,1,₹399,Amazon,Delivered
KC-12872,2026-03-18,Mumbai,Elaichi Chai 250g,2,798,Instagram,Delivered
KC-12873,2026-02-10,Mumbai,Masala Chai 250g,1,₹349,Instagram,Delivered
KC-12874,2026-03-28,Bengaluru,Masala Chai 250g,2,₹698,Instagram,Delivered
KC-12875,2026-03-02,Mumbai,Kulhad Gift Box,1,"₹1,299",Amazon,Delivered
KC-12876,2026-03-04,Mumbai,Masala Chai 250g,1,₹349,Instagram,Delivered
KC-12877,2026-01-11,Bengaluru,Elaichi Chai 250g,1,₹399,Website,Delivered
KC-12878,2026-02-21,Pune,Kulhad Gift Box,2,2598,Website,Delivered
KC-12879,2026-02-21,Bengaluru,Elaichi Chai 250g,1,399,Instagram,Delivered
KC-12880,2026-03-25,Mumbai,Kulhad Gift Box,2,"₹2,598",Website,Delivered
KC-12881,2026-03-06,Bengaluru,Masala Chai 250g,1,₹349,Amazon,Returned
KC-12882,2026-02-18,Delhi,Kulhad Gift Box,2,2598,Instagram,Delivered
KC-12883,2026-01-02,Mumbai,Masala Chai 250g,4,"₹1,396",Website,Returned
KC-12884,2026-03-29,Mumbai,Masala Chai 250g,2,₹698,Instagram,Delivered
KC-12885,2026-01-13,Mumbai,Elaichi Chai 250g,1,₹399,Instagram,Delivered
KC-12886,2026-01-05,Delhi,Kulhad Gift Box,2,"₹2,598",Instagram,Delivered
KC-12887,2026-04-11,Pune,Masala Chai 250g,1,₹349,Website,Delivered
KC-12888,2026-02-16,Mumbai,Masala Chai 250g,1,₹349,Amazon,Delivered
KC-12889,2026-03-31,Delhi,Kulhad Gift Box,2,2598,Instagram,Delivered
KC-12890,2026-04-19,Mumbai,Kulhad Gift Box,1,1299,Website,Delivered
KC-12891,2026-04-30,Mumbai,Masala Chai 250g,2,698,Instagram,Delivered
KC-12892,2026-01-22,Bengaluru,Masala Chai 250g,2,₹698,Website,Delivered
KC-12893,2026-02-10,Delhi,Kulhad Gift Box,1,"₹1,299",Website,Delivered
KC-12894,2026-03-27,Bengaluru,Elaichi Chai 250g,3,"₹1,197",Website,Delivered
KC-12895,2026-01-13,Mumbai,Kulhad Gift Box,2,"₹2,598",Amazon,Delivered
KC-12896,2026-04-24,Mumbai,Elaichi Chai 250g,4,1596,Amazon,Delivered
KC-12897,2026-04-28,Mumbai,Kulhad Gift Box,1,"₹1,299",Website,Delivered
KC-12898,2026-03-05,Mumbai,Masala Chai 250g,1,349,Website,Delivered
KC-12899,2026-02-09,Mumbai,Kulhad Gift Box,1,1299,Instagram,Delivered
KC-12900,2026-02-25,Mumbai,Masala Chai 250g,1,349,Website,Delivered
KC-12901,2026-04-11,Mumbai,Elaichi Chai 250g,1,₹399,Instagram,Delivered
KC-12902,2026-02-19,Bengaluru,Masala Chai 250g,1,₹349,Instagram,Delivered
KC-12903,2026-01-13,Mumbai,Masala Chai 250g,3,1047,Instagram,Delivered
KC-12904,2026-01-07,Pune,Kulhad Gift Box,1,1299,Amazon,Delivered
KC-12905,2026-04-27,Bengaluru,Masala Chai 250g,1,₹349,Instagram,Delivered
KC-12906,2026-01-13,Delhi,Kulhad Gift Box,2,"₹2,598",Instagram,Delivered
KC-12907,2026-04-23,Bengaluru,Kulhad Gift Box,4,"₹5,196",Instagram,Delivered
KC-12908,2026-04-18,Delhi,Elaichi Chai 250g,1,₹399,Instagram,Returned
KC-12909,2026-03-09,Mumbai,Elaichi Chai 250g,1,₹399,Website,Delivered
KC-12910,2026-04-18,Mumbai,Masala Chai 250g,1,₹349,Website,Delivered
KC-12911,2026-04-04,Delhi,Kulhad Gift Box,1,"₹1,299",Amazon,Delivered
KC-12912,2026-02-03,Mumbai,Elaichi Chai 250g,1,₹399,Amazon,Delivered
KC-12913,2026-02-08,Delhi,Kulhad Gift Box,2,"₹2,598",Website,Delivered
KC-12914,2026-04-12,Mumbai,Elaichi Chai 250g,1,₹399,Website,Delivered
KC-12915,2026-02-24,Mumbai,Masala Chai 250g,2,₹698,Amazon,Delivered
KC-12916,2026-03-07,Mumbai,Masala Chai 250g,1,₹349,Website,Delivered
KC-12917,2026-01-18,Delhi,Kulhad Gift Box,2,"₹2,598",Instagram,Returned
KC-12918,2026-02-25,Delhi,Masala Chai 250g,2,698,Instagram,Delivered
KC-12919,2026-03-03,Mumbai,Elaichi Chai 250g,3,"₹1,197",Instagram,Delivered
KC-12920,2026-01-09,Mumbai,Elaichi Chai 250g,1,399,Amazon,Returned
KC-12921,2026-04-12,Pune,Kulhad Gift Box,2,"₹2,598",Website,Delivered
KC-12922,2026-03-18,Delhi,Elaichi Chai 250g,2,₹798,Amazon,Delivered
KC-12923,2026-03-22,Mumbai,Kulhad Gift Box,1,"₹1,299",Website,Delivered
KC-12924,2026-04-26,Mumbai,Kulhad Gift Box,2,"₹2,598",Website,Delivered
KC-12925,2026-02-18,Bengaluru,Elaichi Chai 250g,3,1197,Website,Delivered
KC-12926,2026-04-10,Mumbai,Elaichi Chai 250g,1,₹399,Instagram,Delivered
KC-12927,2026-01-23,Mumbai,Masala Chai 250g,1,₹349,Website,Delivered
KC-12928,2026-04-08,Delhi,Elaichi Chai 250g,2,798,Instagram,Delivered
KC-12929,2026-02-26,Delhi,Kulhad Gift Box,2,"₹2,598",Amazon,Delivered
KC-12930,2026-03-31,Mumbai,Kulhad Gift Box,1,"₹1,299",Website,Delivered
KC-12931,2026-03-20,Mumbai,Kulhad Gift Box,1,"₹1,299",Instagram,Delivered
KC-12932,2026-01-20,Mumbai,Kulhad Gift Box,2,"₹2,598",Instagram,Delivered
KC-12933,2026-04-04,Bengaluru,Kulhad Gift Box,1,"₹1,299",Website,Returned
KC-12934,2026-01-05,Bengaluru,Kulhad Gift Box,4,5196,Amazon,Delivered
KC-12935,2026-02-16,Bengaluru,Kulhad Gift Box,3,3897,Amazon,Delivered
KC-12936,2026-04-29,Mumbai,Masala Chai 250g,2,698,Instagram,Returned
KC-12937,2026-03-23,Delhi,Kulhad Gift Box,4,5196,Amazon,Delivered
KC-12938,2026-02-17,Mumbai,Masala Chai 250g,3,1047,Amazon,Delivered
KC-12939,2026-02-10,Mumbai,Masala Chai 250g,2,₹698,Website,Delivered
KC-12940,2026-02-18,Mumbai,Elaichi Chai 250g,1,399,Website,Delivered
KC-12941,2026-04-19,Pune,Kulhad Gift Box,2,"₹2,598",Amazon,Returned
KC-12942,2026-01-26,Delhi,Masala Chai 250g,1,₹349,Instagram,Delivered
KC-12943,2026-02-10,Mumbai,Masala Chai 250g,4,"₹1,396",Instagram,Delivered
KC-12944,2026-02-22,Mumbai,Kulhad Gift Box,1,1299,Instagram,Returned
KC-12945,2026-01-26,Mumbai,Masala Chai 250g,1,₹349,Amazon,Delivered
KC-12946,2026-02-28,Mumbai,Kulhad Gift Box,3,"₹3,897",Amazon,Delivered
KC-12947,2026-02-26,Mumbai,Masala Chai 250g,1,₹349,Instagram,Returned
KC-12948,2026-03-15,Mumbai,Kulhad Gift Box,1,"₹1,299",Instagram,Delivered
KC-12949,2026-04-13,Bengaluru,Kulhad Gift Box,3,"₹3,897",Amazon,Delivered
KC-12950,2026-03-02,Delhi,Masala Chai 250g,2,₹698,Instagram,Delivered
KC-12951,2026-02-01,Mumbai,Kulhad Gift Box,3,"₹3,897",Instagram,Delivered
KC-12952,2026-03-23,Pune,Elaichi Chai 250g,2,₹798,Website,Delivered
KC-12953,2026-01-26,Mumbai,Kulhad Gift Box,3,"₹3,897",Instagram,Delivered
KC-12954,2026-02-01,Mumbai,Elaichi Chai 250g,4,1596,Website,Delivered
KC-12955,2026-03-06,Mumbai,Kulhad Gift Box,1,1299,Amazon,Delivered
KC-12956,2026-04-23,Bengaluru,Masala Chai 250g,1,₹349,Website,Delivered
KC-12957,2026-04-14,Bengaluru,Elaichi Chai 250g,3,"₹1,197",Amazon,Delivered
KC-12958,2026-01-26,Bengaluru,Kulhad Gift Box,2,"₹2,598",Amazon,Delivered
KC-12959,2026-02-07,Mumbai,Kulhad Gift Box,1,"₹1,299",Instagram,Delivered
KC-12960,2026-03-06,Mumbai,Elaichi Chai 250g,1,₹399,Instagram,Delivered
KC-12961,2026-01-15,Mumbai,Elaichi Chai 250g,2,₹798,Website,Delivered
KC-12962,2026-01-01,Mumbai,Elaichi Chai 250g,1,399,Amazon,Delivered
KC-12963,2026-04-03,Mumbai,Masala Chai 250g,1,₹349,Instagram,Returned
KC-12964,2026-02-11,Bengaluru,Masala Chai 250g,2,698,Amazon,Delivered
KC-12965,2026-04-14,Mumbai,Kulhad Gift Box,3,"₹3,897",Website,Delivered
KC-12966,2026-01-02,Delhi,Elaichi Chai 250g,3,1197,Amazon,Delivered
KC-12967,2026-04-12,Mumbai,Masala Chai 250g,1,349,Website,Delivered
KC-12968,2026-01-25,Mumbai,Masala Chai 250g,1,₹349,Instagram,Delivered
KC-12969,2026-03-21,Mumbai,Elaichi Chai 250g,4,1596,Amazon,Delivered
KC-12970,2026-03-15,Bengaluru,Kulhad Gift Box,1,"₹1,299",Website,Delivered
KC-12971,2026-03-20,Mumbai,Elaichi Chai 250g,1,₹399,Amazon,Delivered
KC-12972,2026-01-29,Mumbai,Masala Chai 250g,1,349,Instagram,Delivered
KC-12973,2026-03-01,Pune,Elaichi Chai 250g,1,₹399,Website,Delivered
KC-12974,2026-03-21,Delhi,Kulhad Gift Box,1,"₹1,299",Website,Delivered
KC-12975,2026-02-10,Delhi,Elaichi Chai 250g,1,399,Website,Delivered
KC-12976,2026-04-21,Delhi,Masala Chai 250g,1,₹349,Amazon,Delivered
KC-12977,2026-02-14,Pune,Masala Chai 250g,3,"₹1,047",Instagram,Delivered
KC-12978,2026-04-18,Mumbai,Kulhad Gift Box,3,"₹3,897",Website,Delivered
KC-12979,2026-03-06,Bengaluru,Masala Chai 250g,2,698,Amazon,Delivered
KC-12980,2026-03-22,Mumbai,Masala Chai 250g,4,"₹1,396",Instagram,Delivered
KC-12981,2026-03-09,Mumbai,Masala Chai 250g,1,₹349,Amazon,Returned
KC-12982,2026-01-06,Mumbai,Kulhad Gift Box,3,"₹3,897",Amazon,Delivered
KC-12983,2026-04-08,Delhi,Kulhad Gift Box,2,2598,Amazon,Delivered
KC-12984,2026-04-25,Mumbai,Kulhad Gift Box,2,"₹2,598",Instagram,Delivered
KC-12985,2026-04-11,Mumbai,Elaichi Chai 250g,4,"₹1,596",Amazon,Delivered
KC-12986,2026-03-07,Delhi,Masala Chai 250g,4,"₹1,396",Amazon,Delivered
KC-12987,2026-04-05,Mumbai,Kulhad Gift Box,1,"₹1,299",Amazon,Delivered
KC-12988,2026-04-25,Mumbai,Kulhad Gift Box,1,"₹1,299",Website,Delivered
KC-12989,2026-03-28,Delhi,Elaichi Chai 250g,1,399,Instagram,Delivered
KC-12990,2026-04-12,Bengaluru,Kulhad Gift Box,2,2598,Amazon,Delivered
KC-12991,2026-02-19,Mumbai,Elaichi Chai 250g,2,₹798,Instagram,Returned
KC-12992,2026-02-10,Bengaluru,Kulhad Gift Box,1,"₹1,299",Amazon,Delivered
KC-12993,2026-01-30,Mumbai,Elaichi Chai 250g,1,399,Instagram,Delivered
KC-12994,2026-04-17,Mumbai,Masala Chai 250g,1,₹349,Instagram,Delivered
KC-12995,2026-03-20,Bengaluru,Kulhad Gift Box,1,"₹1,299",Instagram,Delivered
KC-12996,2026-02-14,Bengaluru,Kulhad Gift Box,2,"₹2,598",Instagram,Delivered
KC-12997,2026-04-30,Bengaluru,Kulhad Gift Box,3,3897,Instagram,Delivered
KC-12998,2026-03-19,Mumbai,Kulhad Gift Box,3,"₹3,897",Amazon,Returned
KC-12999,2026-03-13,Bengaluru,Masala Chai 250g,3,"₹1,047",Amazon,Delivered
KC-13000,2026-03-22,Mumbai,Masala Chai 250g,2,₹698,Instagram,Delivered
KC-13001,2026-01-08,Mumbai,Kulhad Gift Box,1,1299,Amazon,Delivered
KC-13002,2026-04-20,Mumbai,Kulhad Gift Box,3,"₹3,897",Instagram,Delivered
KC-13003,2026-03-08,Bengaluru,Masala Chai 250g,1,349,Website,Delivered
KC-13004,2026-01-09,Bengaluru,Masala Chai 250g,2,₹698,Website,Delivered
KC-13005,2026-02-25,Mumbai,Masala Chai 250g,1,₹349,Amazon,Returned
KC-13006,2026-01-07,Bengaluru,Elaichi Chai 250g,4,1596,Website,Delivered
KC-13007,2026-01-14,Delhi,Kulhad Gift Box,1,"₹1,299",Amazon,Delivered
KC-13008,2026-03-28,Mumbai,Kulhad Gift Box,2,"₹2,598",Amazon,Delivered
KC-13009,2026-01-02,Bengaluru,Masala Chai 250g,1,₹349,Instagram,Delivered
KC-13010,2026-04-26,Mumbai,Kulhad Gift Box,1,"₹1,299",Website,Returned
KC-13011,2026-04-10,Mumbai,Kulhad Gift Box,1,"₹1,299",Instagram,Returned
KC-13012,2026-03-30,Mumbai,Elaichi Chai 250g,2,798,Amazon,Delivered
KC-13013,2026-01-13,Bengaluru,Masala Chai 250g,2,698,Instagram,Delivered
KC-13014,2026-02-21,Delhi,Kulhad Gift Box,2,2598,Website,Delivered
KC-13015,2026-04-16,Bengaluru,Elaichi Chai 250g,4,1596,Website,Delivered
KC-13016,2026-02-12,Bengaluru,Elaichi Chai 250g,4,"₹1,596",Website,Delivered
KC-13017,2026-04-05,Mumbai,Masala Chai 250g,1,349,Website,Delivered
KC-13018,2026-03-05,Mumbai,Kulhad Gift Box,1,"₹1,299",Website,Delivered
KC-13019,2026-01-22,Mumbai,Masala Chai 250g,1,₹349,Amazon,Delivered
KC-13020,2026-02-19,Pune,Kulhad Gift Box,3,"₹3,897",Amazon,Delivered
KC-13021,2026-03-09,Mumbai,Elaichi Chai 250g,1,₹399,Amazon,Delivered
KC-13022,2026-02-05,Bengaluru,Elaichi Chai 250g,3,"₹1,197",Instagram,Delivered
KC-13023,2026-03-29,Bengaluru,Masala Chai 250g,1,₹349,Amazon,Delivered
KC-13024,2026-02-23,Delhi,Kulhad Gift Box,1,"₹1,299",Instagram,Delivered
KC-13025,2026-02-14,Mumbai,Masala Chai 250g,1,349,Website,Delivered
KC-13026,2026-03-14,Mumbai,Kulhad Gift Box,1,1299,Instagram,Delivered
KC-13027,2026-03-01,Mumbai,Masala Chai 250g,1,349,Website,Delivered
KC-13028,2026-03-20,Mumbai,Elaichi Chai 250g,1,₹399,Website,Delivered
KC-13029,2026-03-24,Mumbai,Masala Chai 250g,2,₹698,Website,Delivered
KC-13030,2026-04-22,Delhi,Masala Chai 250g,2,₹698,Website,Delivered
KC-13031,2026-03-07,Pune,Kulhad Gift Box,2,"₹2,598",Website,Delivered
KC-13032,2026-02-23,Delhi,Elaichi Chai 250g,1,₹399,Instagram,Delivered
KC-13033,2026-03-25,Delhi,Masala Chai 250g,1,₹349,Amazon,Delivered
KC-13034,2026-02-06,Mumbai,Kulhad Gift Box,2,"₹2,598",Website,Delivered
KC-13035,2026-02-13,Mumbai,Kulhad Gift Box,2,"₹2,598",Website,Delivered
KC-13036,2026-02-04,Mumbai,Kulhad Gift Box,1,1299,Amazon,Delivered
KC-13037,2026-03-09,Mumbai,Kulhad Gift Box,1,"₹1,299",Amazon,Delivered
KC-13038,2026-01-03,Mumbai,Masala Chai 250g,2,₹698,Website,Delivered
KC-13039,2026-04-10,Pune,Masala Chai 250g,1,₹349,Instagram,Delivered
KC-13040,2026-03-05,Bengaluru,Masala Chai 250g,1,₹349,Instagram,Delivered
KC-13041,2026-04-02,Mumbai,Masala Chai 250g,2,698,Website,Delivered
KC-13042,2026-04-30,Mumbai,Kulhad Gift Box,1,"₹1,299",Website,Delivered
KC-13043,2026-04-30,Bengaluru,Elaichi Chai 250g,2,798,Amazon,Delivered
KC-13044,2026-01-05,Mumbai,Elaichi Chai 250g,1,₹399,Website,Delivered
KC-13045,2026-03-16,Mumbai,Masala Chai 250g,1,₹349,Instagram,Delivered
KC-13046,2026-04-23,Mumbai,Masala Chai 250g,1,349,Website,Delivered
KC-13047,2026-02-23,Mumbai,Masala Chai 250g,1,349,Website,Delivered
KC-13048,2026-04-24,Mumbai,Kulhad Gift Box,4,5196,Amazon,Delivered
KC-13049,2026-03-09,Mumbai,Kulhad Gift Box,1,"₹1,299",Website,Delivered
KC-13050,2026-03-22,Pune,Masala Chai 250g,2,₹698,Website,Delivered
KC-13051,2026-04-25,Bengaluru,Kulhad Gift Box,1,"₹1,299",Amazon,Delivered
KC-13052,2026-04-17,Mumbai,Masala Chai 250g,1,₹349,Website,Delivered
KC-13053,2026-02-04,Mumbai,Masala Chai 250g,3,"₹1,047",Website,Delivered
KC-13054,2026-03-23,Mumbai,Elaichi Chai 250g,2,₹798,Website,Delivered
KC-13055,2026-01-04,Mumbai,Kulhad Gift Box,1,1299,Instagram,Delivered
KC-13056,2026-03-30,Delhi,Kulhad Gift Box,1,"₹1,299",Instagram,Delivered
KC-13057,2026-03-14,Pune,Kulhad Gift Box,4,"₹5,196",Instagram,Delivered
KC-13058,2026-04-27,Mumbai,Masala Chai 250g,2,698,Instagram,Delivered
KC-13059,2026-04-29,Pune,Masala Chai 250g,2,₹698,Website,Delivered
KC-13060,2026-03-29,Mumbai,Kulhad Gift Box,1,1299,Amazon,Delivered
KC-13061,2026-04-03,Mumbai,Kulhad Gift Box,1,"₹1,299",Instagram,Delivered
KC-13062,2026-01-04,Delhi,Masala Chai 250g,2,₹698,Website,Delivered
KC-13063,2026-02-18,Mumbai,Masala Chai 250g,2,698,Instagram,Delivered
KC-13064,2026-03-04,Mumbai,Kulhad Gift Box,4,"₹5,196",Amazon,Delivered
KC-13065,2026-03-30,Bengaluru,Kulhad Gift Box,2,2598,Amazon,Delivered
KC-13066,2026-02-23,Pune,Kulhad Gift Box,1,"₹1,299",Amazon,Delivered
KC-13067,2026-04-09,Bengaluru,Masala Chai 250g,2,₹698,Instagram,Delivered
KC-13068,2026-02-10,Pune,Elaichi Chai 250g,2,₹798,Website,Delivered
KC-13069,2026-01-17,Mumbai,Elaichi Chai 250g,1,₹399,Amazon,Delivered
KC-13070,2026-02-24,Bengaluru,Kulhad Gift Box,1,"₹1,299",Instagram,Delivered
KC-13071,2026-04-20,Delhi,Elaichi Chai 250g,2,798,Amazon,Delivered
KC-13072,2026-03-05,Mumbai,Masala Chai 250g,2,698,Instagram,Delivered
KC-13073,2026-01-02,Pune,Masala Chai 250g,1,₹349,Amazon,Delivered
KC-13074,2026-01-18,Bengaluru,Kulhad Gift Box,1,"₹1,299",Instagram,Delivered
KC-13075,2026-03-04,Mumbai,Kulhad Gift Box,2,"₹2,598",Instagram,Delivered
KC-13076,2026-02-15,Bengaluru,Masala Chai 250g,2,698,Instagram,Delivered
KC-13077,2026-04-30,Delhi,Elaichi Chai 250g,1,₹399,Amazon,Delivered
KC-13078,2026-04-10,Mumbai,Elaichi Chai 250g,1,399,Amazon,Delivered
KC-13079,2026-02-16,Pune,Elaichi Chai 250g,2,₹798,Instagram,Delivered
KC-13080,2026-04-14,Mumbai,Elaichi Chai 250g,2,₹798,Instagram,Delivered
KC-13081,2026-02-19,Mumbai,Kulhad Gift Box,4,5196,Website,Delivered
KC-13082,2026-01-10,Bengaluru,Kulhad Gift Box,2,"₹2,598",Amazon,Delivered
KC-13083,2026-03-12,Delhi,Kulhad Gift Box,4,"₹5,196",Instagram,Delivered
KC-13084,2026-03-28,Mumbai,Elaichi Chai 250g,1,₹399,Website,Delivered
KC-13085,2026-01-22,Delhi,Masala Chai 250g,1,₹349,Amazon,Delivered
KC-13086,2026-02-07,Mumbai,Masala Chai 250g,1,₹349,Instagram,Delivered
KC-13087,2026-04-14,Mumbai,Kulhad Gift Box,1,"₹1,299",Amazon,Delivered
KC-13088,2026-01-11,Bengaluru,Kulhad Gift Box,1,"₹1,299",Instagram,Delivered
KC-13089,2026-02-18,Mumbai,Kulhad Gift Box,1,1299,Website,Delivered
KC-13090,2026-03-12,Delhi,Masala Chai 250g,1,₹349,Website,Delivered
KC-13091,2026-03-12,Mumbai,Kulhad Gift Box,1,1299,Instagram,Delivered
KC-13092,2026-02-15,Mumbai,Elaichi Chai 250g,1,₹399,Instagram,Delivered
KC-13093,2026-04-24,Mumbai,Masala Chai 250g,3,1047,Amazon,Delivered
KC-13094,2026-02-19,Mumbai,Kulhad Gift Box,2,"₹2,598",Amazon,Delivered
KC-13095,2026-01-21,Bengaluru,Masala Chai 250g,1,₹349,Instagram,Delivered
KC-13096,2026-04-18,Mumbai,Elaichi Chai 250g,2,798,Website,Returned
KC-13097,2026-04-07,Mumbai,Masala Chai 250g,4,"₹1,396",Instagram,Delivered
KC-13098,2026-04-24,Mumbai,Kulhad Gift Box,4,5196,Amazon,Delivered
KC-13099,2026-01-17,Bengaluru,Kulhad Gift Box,2,"₹2,598",Instagram,Delivered
KC-13100,2026-01-27,Mumbai,Kulhad Gift Box,2,"₹2,598",Amazon,Delivered
KC-13101,2026-02-08,Delhi,Elaichi Chai 250g,1,₹399,Instagram,Delivered
KC-13102,2026-02-22,Mumbai,Elaichi Chai 250g,2,₹798,Amazon,Delivered
KC-13103,2026-01-31,Delhi,Kulhad Gift Box,2,2598,Website,Delivered
KC-13104,2026-03-06,Mumbai,Kulhad Gift Box,1,1299,Website,Delivered
KC-13105,2026-02-21,Mumbai,Kulhad Gift Box,1,1299,Amazon,Delivered
KC-13106,2026-03-04,Mumbai,Elaichi Chai 250g,3,"₹1,197",Website,Delivered
KC-13107,2026-03-07,Mumbai,Kulhad Gift Box,4,"₹5,196",Website,Delivered
KC-13108,2026-03-02,Mumbai,Kulhad Gift Box,2,"₹2,598",Amazon,Delivered
KC-13109,2026-02-24,Delhi,Masala Chai 250g,1,349,Instagram,Delivered
KC-13110,2026-03-09,Pune,Kulhad Gift Box,2,"₹2,598",Amazon,Delivered
KC-13111,2026-02-24,Bengaluru,Kulhad Gift Box,1,"₹1,299",Amazon,Delivered
KC-13112,2026-04-08,Bengaluru,Elaichi Chai 250g,1,₹399,Amazon,Delivered
KC-13113,2026-02-23,Bengaluru,Masala Chai 250g,2,₹698,Instagram,Delivered
KC-13114,2026-01-30,Mumbai,Kulhad Gift Box,1,"₹1,299",Website,Delivered
KC-13115,2026-03-29,Pune,Masala Chai 250g,2,₹698,Instagram,Delivered
KC-13116,2026-02-17,Mumbai,Kulhad Gift Box,2,"₹2,598",Instagram,Delivered
KC-13117,2026-03-31,Bengaluru,Masala Chai 250g,2,698,Instagram,Delivered
KC-13118,2026-02-08,Mumbai,Masala Chai 250g,2,698,Instagram,Delivered
KC-13119,2026-03-05,Pune,Masala Chai 250g,1,349,Website,Delivered
KC-13120,2026-04-15,Mumbai,Masala Chai 250g,2,₹698,Website,Delivered
KC-13121,2026-03-04,Bengaluru,Masala Chai 250g,2,698,Amazon,Delivered
KC-13122,2026-03-12,Pune,Elaichi Chai 250g,1,₹399,Instagram,Returned
KC-13123,2026-02-14,Mumbai,Elaichi Chai 250g,1,₹399,Amazon,Delivered
KC-13124,2026-04-17,Bengaluru,Masala Chai 250g,2,₹698,Instagram,Delivered
KC-13125,2026-03-05,Pune,Elaichi Chai 250g,1,₹399,Instagram,Delivered
KC-13126,2026-03-20,Mumbai,Kulhad Gift Box,2,2598,Instagram,Returned
KC-13127,2026-04-11,Delhi,Elaichi Chai 250g,1,399,Website,Delivered
KC-13128,2026-03-12,Bengaluru,Elaichi Chai 250g,2,798,Instagram,Delivered
KC-13129,2026-03-27,Mumbai,Masala Chai 250g,4,1396,Amazon,Delivered
KC-13130,2026-03-07,Mumbai,Kulhad Gift Box,1,1299,Website,Returned
KC-13131,2026-04-14,Delhi,Masala Chai 250g,1,₹349,Instagram,Delivered
KC-13132,2026-02-21,Bengaluru,Kulhad Gift Box,2,2598,Website,Delivered
KC-13133,2026-01-26,Mumbai,Elaichi Chai 250g,1,399,Instagram,Delivered
KC-13134,2026-02-09,Delhi,Kulhad Gift Box,1,"₹1,299",Amazon,Delivered
KC-13135,2026-02-03,Bengaluru,Kulhad Gift Box,1,1299,Instagram,Delivered
KC-13136,2026-03-21,Bengaluru,Kulhad Gift Box,1,"₹1,299",Amazon,Returned
KC-13137,2026-01-07,Mumbai,Masala Chai 250g,2,₹698,Website,Delivered
KC-13138,2026-04-18,Delhi,Kulhad Gift Box,2,"₹2,598",Amazon,Delivered
KC-13139,2026-04-14,Mumbai,Masala Chai 250g,1,₹349,Website,Delivered
KC-13140,2026-04-28,Pune,Masala Chai 250g,2,₹698,Instagram,Delivered
KC-13141,2026-03-30,Bengaluru,Elaichi Chai 250g,2,798,Amazon,Delivered
KC-13142,2026-04-02,Mumbai,Kulhad Gift Box,1,1299,Website,Delivered
KC-13143,2026-01-19,Delhi,Masala Chai 250g,2,698,Instagram,Delivered
KC-13144,2026-02-01,Mumbai,Elaichi Chai 250g,1,399,Amazon,Delivered
KC-13145,2026-04-18,Bengaluru,Masala Chai 250g,1,₹349,Instagram,Delivered
KC-13146,2026-02-19,Mumbai,Kulhad Gift Box,4,"₹5,196",Website,Delivered
